age,priors_count,days_b_screening_arrest,c_jail_time,juv_fel_count,juv_other_count,juv_misd_count,c_charge_degree:F,c_charge_degree:M,race:African-American,race:Asian,race:Caucasian,race:Hispanic,race:Native_American,race:Other,age_cat:25_-_45,age_cat:Greater_than_45,age_cat:Less_than_25,sex:Female,sex:Male,is_recid
55,3,-1.0,36.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
22,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
45,0,-1.0,13.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
31,7,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
22,0,-1.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
28,5,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
21,1,-1.0,11.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
37,2,-1.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
30,21,-1.0,1.0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1
22,13,-1.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
35,23,-1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
28,11,-1.0,26.0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
24,1,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
32,24,-1.0,2.0,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
57,19,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
21,0,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
28,0,0.0,-1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51,0,0.0,91.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
26,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
20,0,-1.0,1.0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
25,6,-1.0,32.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
19,0,-1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
49,1,-1.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
57,27,-9.0,9.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
27,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
66,1,-1.0,19.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
21,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
45,1,0.0,-1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
37,24,-1.0,19.0,2,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0
44,13,0.0,16.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
64,0,-1.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
30,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
61,1,-1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
49,8,-10.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
23,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
21,0,-2.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
30,2,-1.0,43.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
26,7,0.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
35,3,-1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
27,2,-1.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
38,1,0.0,14.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
48,14,23.0,142.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
26,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
24,4,-27.0,26.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
28,2,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
44,4,0.0,5.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
23,2,0.0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
34,1,-1.0,12.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
20,1,-1.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
63,23,-1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
36,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
58,1,-1.0,79.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
35,4,-30.0,13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23,3,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
40,1,-21.0,21.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
31,3,-1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
34,5,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
23,3,-1.0,13.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
27,0,-5.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
26,3,-27.0,27.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
49,1,0.0,24.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
47,0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
47,6,0.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
34,7,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
27,10,-1.0,7.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
52,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
26,0,-3.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
25,9,0.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51,1,-1.0,162.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
29,1,0.0,-1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
46,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
28,6,-2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
57,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
23,2,-1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
34,27,-1.0,118.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
27,3,-1.0,12.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25,7,-1.0,3.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
31,1,-1.0,32.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
37,8,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51,0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
28,8,-1.0,40.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
56,4,0.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
45,15,-1.0,330.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
26,7,-1.0,18.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
33,7,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
23,0,-2.0,1.0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
31,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
31,0,-1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
19,1,-12.0,4.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
32,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
30,1,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
66,1,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
40,0,0.0,-1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
59,4,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
27,3,-23.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
58,1,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
29,2,-2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
27,0,-1.0,60.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,0,-3.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
35,3,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
29,7,0.0,2.0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1
30,5,-1.0,2.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
23,1,-1.0,2.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
32,2,-27.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
22,2,-1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
21,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
43,0,-1.0,-1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
29,0,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
43,1,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25,1,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
47,0,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
21,0,-2.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
54,0,0.0,-1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
34,3,-1.0,33.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
28,2,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
53,4,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
54,0,0.0,-1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
37,3,-1.0,83.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
34,2,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
60,0,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
22,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
51,3,0.0,-1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
29,0,-1.0,12.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
28,5,-1.0,27.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
33,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
43,4,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
45,1,-1.0,26.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
32,5,-1.0,65.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
35,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
23,1,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
41,1,-1.0,113.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
25,24,-1.0,0.0,20,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
35,12,-1.0,10.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
25,4,0.0,43.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
69,6,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
24,0,-1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
28,0,-1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
47,23,-1.0,403.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
29,13,0.0,1.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
26,9,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
31,0,-1.0,2.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
28,0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
48,1,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
44,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
42,7,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
39,5,-1.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
46,2,-1.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
55,0,-1.0,10.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
27,5,-1.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
31,0,-1.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
25,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
32,6,0.0,0.0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
36,2,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
21,3,-1.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
39,2,0.0,-1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
26,0,0.0,-1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
28,8,0.0,20.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
67,2,-4.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
22,0,-1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
37,3,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
23,2,-1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
49,14,-1.0,122.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
32,9,0.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
41,9,-1.0,32.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
25,1,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
58,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
44,19,-17.0,17.0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
28,1,0.0,15.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
39,0,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
54,0,-1.0,6.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
43,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
31,5,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
30,11,0.0,117.0,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
27,4,-1.0,1.0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
28,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
24,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
43,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
44,10,-7.0,5.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
24,11,-15.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
23,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
36,5,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
27,1,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
24,0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
66,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
36,3,0.0,25.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
53,9,-1.0,130.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
23,1,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
22,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
25,1,-1.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
56,4,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
51,1,-1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
58,3,-18.0,18.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
24,3,0.0,0.0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
22,0,-1.0,71.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
39,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
20,3,-1.0,42.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
46,10,-1.0,73.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
38,1,-27.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
23,0,0.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
39,6,-1.0,26.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
25,0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
31,19,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
25,1,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
26,6,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25,2,-1.0,274.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
37,11,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
36,0,-3.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
26,1,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
21,3,-1.0,0.0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,1
35,7,-23.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
22,2,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
25,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
36,0,-7.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
24,2,-1.0,12.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
21,0,-1.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
32,15,-1.0,70.0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
33,2,0.0,-1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
33,10,0.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
29,0,-2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
50,8,-1.0,172.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
33,14,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
37,13,-1.0,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
27,9,-1.0,24.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
27,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
21,1,-1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
58,1,-1.0,60.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
27,4,-1.0,33.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
28,1,-1.0,30.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
31,0,-5.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
24,3,-1.0,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
26,6,0.0,18.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
43,0,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
22,3,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
23,0,-1.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
42,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
30,18,-1.0,17.0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0
29,1,-1.0,290.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
38,2,0.0,47.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
26,3,-4.0,2.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
51,5,0.0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
36,0,0.0,-1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
62,0,-2.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
23,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
34,7,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
35,1,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22,0,0.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
29,10,-1.0,108.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
40,0,-3.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
36,2,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
26,8,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
25,1,-23.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
69,0,-3.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
27,1,-1.0,8.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
20,0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
27,1,-2.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
24,6,-1.0,310.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
42,0,-7.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25,1,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25,0,-1.0,7.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
22,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
21,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
30,1,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
46,9,0.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
26,2,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
33,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
40,1,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
34,0,-1.0,28.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22,1,-1.0,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
28,3,-1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
31,4,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
59,3,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
37,0,-1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
50,0,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
57,8,-1.0,99.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
31,5,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
44,9,-28.0,25.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
48,5,-1.0,242.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
25,0,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51,5,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
50,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
57,2,-11.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
55,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
59,4,-2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
42,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
20,2,-21.0,21.0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
21,0,-1.0,28.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
32,21,-1.0,64.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
42,1,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
29,8,-1.0,13.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
21,1,-1.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
58,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
22,1,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
